C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_41_59_603.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_41_59_603.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_41_59_603.jpg,0,0,0,1.167945E-05
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_41_59_730.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_41_59_730.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_41_59_730.jpg,0,0,0,4.091602E-06
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_41_59_821.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_41_59_821.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_41_59_821.jpg,0,0,0,2.16941E-06
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_41_59_934.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_41_59_934.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_41_59_934.jpg,0,0,0,1.28446E-05
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_041.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_041.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_041.jpg,0,0,0,2.954494E-06
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_155.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_155.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_155.jpg,0,0,0,3.802208E-06
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_261.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_261.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_261.jpg,0,0,0,1.374597E-05
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_422.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_422.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_422.jpg,0,0.4727604,0,0.6765403
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_589.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_589.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_589.jpg,0,0.8441232,0,1.88297
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_657.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_657.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_657.jpg,0,1,0,3.047138
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_771.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_771.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_771.jpg,0,1,0,4.455227
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_879.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_879.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_879.jpg,0,1,0,5.616464
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_00_988.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_00_988.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_00_988.jpg,0,1,0,6.995232
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_097.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_097.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_097.jpg,0,1,0,8.131942
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_207.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_207.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_207.jpg,0,1,0,9.481412
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_320.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_320.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_320.jpg,0,1,0,10.59385
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_429.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_429.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_429.jpg,0,1,0,11.63519
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_588.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_588.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_588.jpg,0,1,0,12.85374
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_699.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_699.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_699.jpg,-0.15,1,0,14.25831
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_761.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_761.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_761.jpg,-0.4,1,0,15.09321
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_875.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_875.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_875.jpg,-0.1583121,1,0,16.29441
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_01_991.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_01_991.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_01_991.jpg,0,1,0,17.56387
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_096.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_096.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_096.jpg,0,1,0,18.77698
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_208.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_208.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_208.jpg,0,1,0,19.98091
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_320.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_320.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_320.jpg,-0.25,1,0,20.86153
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_430.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_430.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_430.jpg,-0.009061806,1,0,22.06657
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_542.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_542.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_542.jpg,0,1,0,23.07711
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_654.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_654.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_654.jpg,-0.3,1,0,24.19683
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_767.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_767.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_767.jpg,-0.6000001,1,0,25.14327
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_894.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_894.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_894.jpg,-0.9000002,1,0,25.90475
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_02_990.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_02_990.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_02_990.jpg,-0.6868645,1,0,26.71989
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_03_102.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_03_102.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_03_102.jpg,-0.9368646,1,0,27.47714
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_03_278.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_03_278.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_03_278.jpg,-0.6486291,1,0,29.02521
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_03_382.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_03_382.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_03_382.jpg,-0.3305536,1,0,30.0096
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_03_490.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_03_490.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_03_490.jpg,-0.005866915,1,0,30.18521
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_05_039.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_05_039.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_05_039.jpg,0.8441332,1,0,30.10647
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_05_104.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_05_104.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_05_104.jpg,0,1,0,30.16975
C:\Users\Tushar Goel\Desktop\windows_sim\IMG\center_2020_04_22_15_42_05_209.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\left_2020_04_22_15_42_05_209.jpg,C:\Users\Tushar Goel\Desktop\windows_sim\IMG\right_2020_04_22_15_42_05_209.jpg,0,1,0,30.18661
